Gene_ID blastula_rep1	blastula_rep2	gastrula_rep1	gastrula_rep2	elongation_rep1	elongation_rep2	early_larva_rep1	early early_larva_rep2	mitraria_larva_rep1	mitraria_larva_rep2	competent_larva_rep1	competent_larva_rep2	juvenile_rep1
OFUSG13344.1	1.37235	0.95098	1.85495	1.04684	57.6882	38.4071	32.2145	33.7471	20.8149	21.4115	21.0283	15.5633	0.808807
OFUSG13345.1	0.396364	0.800641	0.345866	0.661424	0.508107	0.868065	0.270719	0.376738	0.121085	0.127175	0.538581	0.31383	5.59335
OFUSG13346.1	0.404711	0.412358	1.02588	0.95226	1.01701	1.01346	0.751175	0.751968	0.411496	0.396704	0.0931465	0.132643	0.119327
OFUSG13347.1	8.6222	9.74182	9.57171	20.9857	14.1238	21.5141	9.03339	14.9544	5.74493	7.08398	1.4066	2.1824	1.97073
OFUSG13348.1	0.126758	0.819204	0.0210266	0.491001	0.190012	0.387272	0.175783	0.483085	0.509899	0.965709	2.54797	4.27859	3.31624
OFUSG13349.1	6.13606	7.04634	9.01637	8.49089	10.5149	9.07715	12.6151	11.0041	14.0328	12.254	11.2522	10.8721	6.70071
OFUSG13349.2	14.3005	7.34842	14.479	11.6399	13.0652	10.3148	13.3631	10.0607	14.267	13.2204	11.7513	9.31254	10.6564
OFUSG13350.1	0.172818	0.69414	0.511573	0.182058	1.14106	1.471	0.751523	1.0306	0.253582	0.324043	0.205217	0.347192	1.41128
OFUSG13351.1	0.321476	0.28468	0	0.0290731	0	0	0	0	0	0.710214	0	0	0
OFUSG13352.1	12.115	42.5696	62.086	42.213	67.3541	48.6456	63.9807	38.83	16.6853	17.3627	13.2411	11.0223	14.2766
OFUSG13353.1	6.23814	4.22013	10.6748	5.36843	12.4147	11.8138	6.45974	7.90275	2.14755	3.56273	2.16964	1.91716	0.317397
OFUSG13354.1	0.689197	0.198959	0.769999	1.19192	2.94341	3.98819	21.9738	16.8472	29.2165	27.3241	42.9693	24.9365	55.394
OFUSG13354.2	0	0.287533	0.343247	0.403514	0.574485	0.516347	5.03885	2.40652	9.18611	3.0524	16.7124	4.04588	22.1229
OFUSG13355.1	0.18888	0.175476	3.14308	3.41723	4.53148	4.71467	4.10745	6.019	9.10429	9.63748	7.35229	9.83055	19.2257
OFUSG13355.2	0.18888	0.140381	4.60624	3.53713	8.3658	8.28501	8.73374	11.3988	9.86752	13.5165	24.9384	22.8753	22.3779
OFUSG13356.1	1.40982	1.14878	1.52065	1.68285	2.48123	1.57684	2.896	2.56676	6.27761	7.53663	11.472	7.34691	8.61696
OFUSG13357.1	1.01173	0.405759	0.750499	0.870268	0.258605	0.551251	1.17507	2.33103	6.13094	5.62409	126.284	130.31	293.564
OFUSG13358.1	181.884	178.381	83.2527	82.3889	93.4755	78.5972	98.7006	113.075	108.051	128.71	143.086	164.736	180.686
OFUSG13359.1	12.2873	17.2625	19.3706	26.2845	28.5937	33.7337	35.5083	49.2019	49.2414	46.741	17.6991	32.6396	18.1407
OFUSG13360.1	63.7081	51.5622	38.3914	41.6591	33.0331	33.5622	28.3089	32.7703	26.1471	24.2014	14.1124	18.4053	15.2086
OFUSG13361.1	2.01979	2.18863	0.867358	1.82176	10.2496	8.24586	15.5305	20.3603	28.0088	28.1295	33.541	29.554	14.4099
OFUSG13362.1	2.55398	3.62224	2.65466	2.77063	5.64686	4.08516	13.2038	10.0275	16.4935	10.101	12.2362	10.6305	5.37722
OFUSG13363.1	248.7	246.507	320.94	239.794	217.934	219.105	136.417	92.6281	54.0655	50.909	25.2874	38.9046	24.6601
OFUSG13364.1	537.448	680.692	325.038	370.058	129.282	214.563	82.7683	99.7107	77.6626	105.776	669.142	699.512	657.221
OFUSG13365.1	2.66385	4.83492	0	2.56012	0	0	0	0	0	1.38197	0.12081	0.327566	0.211976
OFUSG13365.2	20.1499	27.0856	5.29308	7.02329	5.18487	7.50073	4.14891	6.33342	3.69919	5.03351	2.024	5.5002	1.86046
OFUSG13366.1	25.9669	41.4976	22.2833	20.4058	16.4447	16.1896	14.113	12.08	9.63251	8.62553	8.63495	6.4524	5.67512
OFUSG13367.1	0.838011	0.682975	1.9714	0.943219	5.31989	4.69092	10.7502	9.82069	9.73172	7.05345	4.65569	4.45472	0.914712
OFUSG13368.1	0.0865396	0.0926948	0.998775	0.693822	28.8672	20.3261	27.7994	31.3172	14.9706	14.6841	11.2488	11.4134	0.645607
OFUSG13369.1	2.57814	3.93031	3.75522	4.25268	9.58126	8.15383	9.93339	8.01309	10.5708	7.85557	5.24056	5.58703	3.51977
OFUSG13370.1	102.632	89.7803	135.005	100.24	128.231	122.126	148.173	112.549	106.848	102.564	51.7929	65.2123	55.5281
OFUSG13371.1	18.0717	22.4632	15.9771	13.2654	13.9698	15.9616	12.5332	11.5146	6.66892	7.59733	4.36841	5.37335	5.37142
OFUSG13372.1	6.50301	10.4128	13.9944	20.1731	13.9743	16.6687	6.96028	10.2496	4.4336	6.11159	2.34917	3.94201	2.22667
OFUSG13373.1	0.139139	0.355251	0.647346	0.909903	0.679893	0.894461	1.38083	1.58079	2.96108	3.57819	3.52262	2.81957	4.93768
OFUSG13374.1	0.29753	0.226464	2.51559	2.83833	1.76022	2.68683	0.132443	0.307283	0.103602	0.120797	9.93519	1.91315	27.7339
OFUSG13375.1	0.0143274	0.0462113	0.383374	0.362898	1.0027	1.04984	1.08879	1.42033	0.719121	0.783901	17.4899	6.22463	41.8237
OFUSG13376.1	0.149478	0.261461	0.984108	2.03239	15.8741	12.5749	22.4234	27.2242	27.9637	24.7986	12.3917	10.0398	1.29459
OFUSG13377.1	0.913295	0.3724	0.899211	0.840788	0.909422	1.38334	2.74801	1.43861	0.381554	0.594747	1.2415	0.861091	1.29766
OFUSG13377.2	2.5363	3.28228	4.98904	9.06561	10.6922	11.6975	8.60771	15.0582	20.8831	19.8601	19.3521	15.0814	10.6835
OFUSG13378.1	0.917247	0.81494	5.74031	4.99174	24.6861	25.0988	61.1762	55.2411	61.6495	62.1755	217.373	112.479	335.605
OFUSG13379.1	39.0014	38.5802	32.3891	54.4777	16.7916	27.7743	13.5042	27.6735	15.6281	18.2983	21.4995	19.2174	32.1632
OFUSG13379.2	0	0	0	0	0	0	0	0	0	0	0	0.282296	1.32413
OFUSG13380.1	64.0704	59.6615	24.6805	72.2241	19.7683	25.0499	9.71552	22.6378	17.833	22.2318	23.6929	23.584	27.7474
OFUSG13381.1	248.817	183.398	272.24	186.774	208.794	179.625	164.291	137.5	135.078	94.3495	173.885	162.502	156.124
OFUSG13382.1	0.123731	0.247274	7.56145	6.20916	4.09901	4.53471	4.66182	9.24787	9.16505	13.9621	8.55805	10.5641	2.69955
OFUSG13383.1	1.05579	0.543187	2.56606	2.82284	3.30854	3.07992	3.45271	1.85146	4.7914	4.38706	9.51915	6.83211	8.02679
OFUSG13384.1	333.336	310.745	161.825	215.873	103.248	112.027	75.832	80.0286	67.944	99.6768	68.8025	69.7161	75.6915
OFUSG13385.1	0	0.617779	1.2635	3.2245	0.265949	1.00947	0	0.108661	0.120886	0.456122	8.57032	12.6138	13.7921
OFUSG13386.1	0	0.450531	0.684034	1.59548	5.84301	3.49549	39.7095	33.4213	87.9153	95.6091	196.159	173.872	41.2986
OFUSG13387.1	0.734175	0.1134	0.280812	0.370078	0.104719	0.0713069	0.041646	0.0998351	0.0739084	0	2.69388	2.3537	2.6289
OFUSG13388.1	15.5729	21.1319	16.3949	17.8815	17.23	18.97	23.0972	22.2451	28.3484	23.8247	19.1149	21.735	13.5837
OFUSG13389.1	31.3458	42.2065	12.9557	17.2801	10.4507	11.1104	7.44797	10.3704	9.66462	11.0888	6.1988	8.43964	6.07408
OFUSG13390.1	0.0448152	0.04819	0.370256	0.536077	3.34534	3.40568	1.56108	1.73714	0.812528	1.10842	2.10766	1.33294	1.89031
OFUSG13391.1	161.62	159.308	33.4813	80.8679	20.7374	28.9263	12.1509	15.8435	12.4225	13.4772	16.7495	13.3509	20.7504
OFUSG13392.1	3.78003	6.25524	7.85492	8.48948	6.32292	7.00945	5.13067	5.83871	12.5601	10.1828	19.9469	13.4528	18.0813
OFUSG13393.1	1.98604	0.296256	1.65532	2.33787	8.8327	10.6606	5.69105	8.88705	3.02006	4.82044	3.24165	4.64213	6.74369
OFUSG13393.2	2.05443	3.22102	11.3944	17.9891	12.8428	17.729	7.85227	10.7572	6.12524	7.39563	4.40582	5.14925	2.65218
OFUSG13394.1	77.2607	103.571	38.6282	83.1162	35.956	52.7279	15.5265	28.3363	14.5792	16.71	10.8419	14.063	10.3069
OFUSG13395.1	0.663758	0.605686	12.6887	22.561	5.12652	10.5342	0.394761	2.31004	0.590734	0.918163	0.180212	0.836757	0.251774
OFUSG13396.1	16.3853	17.9633	8.39249	13.277	12.608	8.143	5.25129	8.59273	8.43119	6.05008	4.2198	2.65067	1.52305
OFUSG13396.2	0	0	0.8617	0	0.328785	0	4.07707	0.000250625	3.21511e-05	9.49205e-10	1.17765e-07	5.54161e-06	0.773883
OFUSG13396.3	5.54173	9.24954	3.27344	3.45164	1.19619	2.18932	0.350061	1.16211	2.35879	1.41599	0.996285	0.654793	1.02306
OFUSG13397.1	50.9268	51.1308	23.5671	23.0264	19.2217	19.8255	13.9832	22.4631	22.8546	25.7881	9.20459	11.021	5.43477
OFUSG13397.2	3.85957	8.82257	2.59849	3.35308	1.58563	2.89512	2.81993	3.50524	10.6545	8.24273	4.79047	7.11471	4.29122
OFUSG13397.3	6.17514	6.86928	5.03521	6.66109	12.9374	12.2837	27.9093	15.0747	21.8066	15.7926	8.42229	9.37616	4.23759
OFUSG13398.1	0	0	0.144542	0	0.158266	0	0	0	0.0777308	0.201768	0	0.0217433	0.523599
OFUSG13398.2	0.720791	0.260138	1.75999	1.73923	2.40906	3.2278	1.86182	1.48605	1.53972	1.00986	1.70491	3.94399	68.1062
OFUSG13399.1	14.3346	8.35927	11.0272	9.43297	11.6622	11.3456	11.4461	8.24013	11.3289	9.73167	9.72545	9.2752	8.22812
OFUSG13400.1	5.14348	5.13567	4.21729	8.47968	3.96558	5.53223	5.29775	6.99125	18.6221	17.2443	65.9877	46.8682	60.2453
OFUSG13401.1	0.454384	0.744721	0.624254	1.04839	0.301526	0.930191	0.544681	0.35948	1.06309	0.509778	4.04715	0.774282	3.68962
OFUSG13402.1	39.9667	40.6578	23.8185	32.0595	36.6308	41.6756	20.809	29.6697	15.5819	20.3438	4.55758	11.2035	3.9217
OFUSG13403.1	15.9093	41.7742	42.1553	44.0786	34.7099	41.6324	38.5861	37.5382	25.1034	32.6112	21.5095	15.9026	19.5633
OFUSG13403.2	7.84882	1.20314	0	1.17979	0	0	0	0	0	0	0.6139	6.34633	13.9521
OFUSG13404.1	0.806189	1.71966	0.730623	1.19767	2.37286	2.6295	2.9947	3.30276	4.38136	5.11445	13.1606	12.2725	13.4669
OFUSG13404.2	34.9221	42.6118	17.2629	24.6817	19.2161	22.9466	10.363	14.6442	6.82805	9.82591	10.4469	10.5888	12.3136
OFUSG13405.1	73.0642	56.9435	20.4292	42.7669	16.543	23.4142	7.10142	14.7996	6.90876	9.92104	4.40784	7.01056	4.5047
OFUSG13406.1	57.6842	43.9758	37.3811	42.114	27.5576	27.4213	21.3782	18.7724	15.0932	11.1401	13.9131	10.0256	11.7115
OFUSG13407.1	30.5271	42.5295	101.791	104.341	132.781	139.525	146.424	137.82	131.527	112.926	170.369	150.401	204.917
OFUSG13408.1	3.37587	5.492	3.70863	4.15375	5.45197	7.06541	8.99176	16.5952	17.3309	18.7973	3.56585	10.6057	3.28286
OFUSG13409.1	0.253097	0.102526	0.316975	0.20084	0.410732	0.225773	0.301338	0.391579	0.133531	0.165908	0.154122	0.46747	0.236066
OFUSG13410.1	0.116044	0	0.354728	0.0616273	0	0	0	0.0551438	0	0.0868746	1.5987	0.436918	7.25915
OFUSG13411.1	0.202993	0.0272212	13.299	8.45907	21.1621	18.4814	21.6662	20.8181	21.9972	21.1999	20.7659	24.9575	6.49
OFUSG13412.1	0.183519	0	0.377717	0.938295	2.9699	1.26673	6.097	9.01922	7.92973	6.84239	9.78604	6.88316	15.0318
OFUSG13412.2	0.364142	0	0.119222	0.579199	1.70054	2.13574	2.23395	8.13821	7.62249	10.3151	6.6562	8.02657	13.638
OFUSG13413.1	0.0443835	0.015908	0.161329	0.234222	0.281026	0.255973	0.579753	0.15512	0.448742	0.255031	0.449172	0.666596	1.5823
OFUSG13414.1	40.4793	58.0474	19.7951	28.2926	18.8543	22.9953	10.5188	14.0969	15.2006	19.2803	24.3546	55.5737	14.6945
OFUSG13415.1	0.0541785	0.213796	1.86572	3.35629	14.2424	18.5149	32.3561	36.8125	172.635	139.037	140.31	104.364	107.992
OFUSG13416.1	0.0507017	0.0546752	0.0505971	0.241179	0.126636	0.0516567	0.27138	0.07244	3.83926	2.94421	26.2949	21.8497	3.53971
OFUSG13417.1	5.30025	7.51344	2.53444	3.44974	1.91981	3.20565	1.66743	1.22614	3.37574	4.3419	4.2221	2.62737	1.42297
OFUSG13418.1	3.93321	11.7427	2.18645	7.86005	8.76494	9.10609	13.6317	15.9586	18.437	9.4846	5.03328	6.52454	5.42895
OFUSG13419.1	1.00281	1.07841	0.934106	1.17074	1.33672	1.51553	2.79682	2.11443	1.93921	1.36653	2.58642	1.56285	4.3513
OFUSG13420.1	0.188118	0.152069	0.117195	0.173951	0.187966	0.119766	0.111846	0.201605	0.420015	0.51098	1.38558	0.472286	4.30745
OFUSG13421.1	0.762736	0	0.331579	0.261807	0.601983	0.769182	0.680662	0	1.3389	0.320549	1.05764	0.464759	0.321727
OFUSG13422.1	0.149251	0	0.450226	0.3556	5.32661	5.3666	6.75852	10.2273	4.30431	5.45001	1.2445	1.73503	7.23045
OFUSG13423.1	0.0334281	0	0.248837	0.158811	4.22709	3.52193	4.34795	7.21603	4.07728	3.57001	0.351941	1.20669	0.121712
OFUSG13424.1	0	0.109043	0.0509106	0.106549	0.200351	0.41031	0.299801	1.09824	0.481573	1.01522	0.361224	1.87581	1.24772
OFUSG13425.1	367.558	299.835	663.203	548.7	600.203	617.441	433.484	420.007	221.457	246.096	131.045	173.039	168.665
OFUSG13426.1	66.6493	24.6707	43.5611	14.6371	42.3785	11.9512	43.3981	16.3741	53.6135	18.4397	27.0097	20.674	25.1664
OFUSG13427.1	22.8192	17.3172	24.7649	22.7027	21.8526	23.0782	17.4171	18.9013	14.2539	14.2707	6.24047	8.36519	5.94473
OFUSG13428.1	1.88807	1.79753	40.6881	29.0466	18.1374	24.298	11.8213	9.0383	12.8055	10.0047	7.11848	5.21333	5.0862
OFUSG13429.1	4.90082	4.08265	3.3017	4.52995	14.9238	7.58869	14.6798	14.9012	17.4181	11.1379	16.1892	19.5862	1.51056
OFUSG13429.2	0.211129	1.11393	8.16988	8.37318	8.70115	10.0909	5.25557	5.393	6.40244	9.62166	6.24451	5.9186	7.02864
OFUSG13430.1	0.182675	0.0562945	0.390821	0.662129	0.182496	0.292488	0.155218	0.173988	0	0	0.671483	0.347552	1.71114
OFUSG13431.1	25.7213	30.9087	0.5524	1.77826	7.61961	8.78748	6.75014	7.3991	6.31476	6.06837	3.6184	3.64585	2.45419
OFUSG13431.2	6.68568	5.56758	4.98555	8.9176	12.3423	15.7368	6.97778	7.33183	6.01542	4.77375	11.2031	4.22209	4.35277
OFUSG13432.1	32.5126	37.0062	39.6493	33.2402	42.2517	39.7191	32.1777	31.934	28.4734	22.3468	17.2428	25.4681	16.8327
OFUSG13433.1	10.2251	9.89577	6.19545	4.40228	5.33217	4.54802	5.22048	6.88903	9.44028	7.54942	5.77073	10.8147	5.01255
OFUSG13434.1	0.194543	0	0.210712	0.836725	0	1.2077	1.8867	1.652	0.438214	0.724734	0.157088	0.161158	0.0214597
OFUSG13435.1	0	0.460431	3.61581	3.23966	0.311586	1.18045	0.251692	0.792433	0.229073	1.24934	0.610638	0.0799339	2.15938
OFUSG13436.1	0.582289	0.391296	10.8505	9.14145	1.42628	2.96308	0.553147	1.04069	1.24835	1.71295	0.0810904	0.175522	0.241832
OFUSG13437.1	0.123858	0.0447164	2.3723	4.94306	0.700484	0.716222	0.147688	0.274977	0.875716	0.247374	0	0.0755238	0.0340562
OFUSG13438.1	6.87299	3.65852	4.74499	11.2757	1.06586	1.02317	0.688931	5.59238e-09	0.536088	1.04919e-08	3.05754e-11	0.484838	1.08411
OFUSG13438.2	54.7643	44.4127	21.3139	23.0436	19.9948	20.0173	10.3791	13.7595	9.28637	10.3564	7.38297	6.66199	5.65183
OFUSG13438.3	0.2147	0	10.5138	0	3.19268	2.43579	7.86677	0	0.382057	0.131792	0.180201	0.106534	0.864883
OFUSG13439.1	49.1024	49.63	11.9866	13.9932	15.6339	19.3779	19.2021	16.544	16.1659	14.7751	11.6908	13.873	8.74969
OFUSG13440.1	0	0.561779	24.2933	19.1704	55.7039	48.9343	56.2425	60.4024	72.7685	57.3939	67.1945	87.9005	3.50659
OFUSG13441.1	4.12003	3.75358	12.4053	10.1678	14.3784	9.16048	14.5717	8.09717	14.9938	16.2983	13.1326	11.7737	11.845
OFUSG13442.1	0	0	0.405794	0.136672	0.253397	1.70682	0.616264	1.6891	1.6958	1.33317	1.14557	1.12937	0.417724
OFUSG13443.1	43.1282	25.9294	9.83504	15.8941	17.4163	20.3875	21.5581	26.5831	27.1433	28.2483	19.9214	19.7097	16.411
OFUSG13444.1	0	0.0495329	0	0.0968566	0.136726	0.326431	0	0.0868963	0.291337	0.0684141	0.0196368	0.0238335	0.574627
OFUSG13445.1	0	0.0988878	0	0.523913	0.183665	0.187083	0.829636	1.26077	2.6957	2.27217	0.829255	1.59221	0.747358
OFUSG13446.1	0	0.0514845	0.578659	0.395971	0.874415	0.201147	7.91108	8.01028	19.8757	23.9219	25.6638	20.0108	31.5594
OFUSG13446.2	0.0743609	0	1.45946	2.34134	5.83636	6.89628	9.23885	14.181	15.3849	15.6015	21.752	16.5815	20.5076
OFUSG13447.1	6.44754	10.6257	18.4765	13.2586	26.3722	21.2317	31.6546	40.0958	49.6725	56.0369	30.4844	67.0348	12.9776
OFUSG13448.1	11.1326	15.6772	2.72019	3.88295	18.1294	16.1043	21.7484	23.4872	21.9044	22.3442	32.8854	23.0105	35.3955
OFUSG13449.1	0.575746	4.72747	2.49115	6.10416	1.54481	0.86376	0.554721	0.455431	1.34915e-08	1.06388	0.892761	0.678302	0.0675764
OFUSG13450.1	0.242562	0.10042	24.9387	9.20185	73.012	45.7075	42.8105	31.9868	28.6086	21.2681	27.0206	52.9128	3.71818
OFUSG13451.1	0.107115	0.0577775	0.401215	0.198191	0.294266	0.327445	0.28673	0.612104	5.89055	5.1966	14.1538	16.1971	0.451533
OFUSG13452.1	5.77935	9.6536	57.6305	28.8544	119.218	95.735	179.196	137.002	219.118	190.714	112.191	197.934	51.7305
OFUSG13453.1	0	0	0	0.0897971	0	0	0	0	0	0.0318478	0.726257	0.462614	1.10338
OFUSG13454.1	231.869	187.058	62.3321	70.0771	40.6918	45.007	25.9667	30.0373	23.7851	24.3476	15.7453	18.0658	12.1271
OFUSG13455.1	64.5833	78.5121	7.71508	26.8585	7.95254	11.0063	2.67459	8.29559	5.25285	7.88757	6.15545	8.35587	5.26321
OFUSG13456.1	0.74661	0.425371	1.54293	0.582716	3.21631	3.00685	14.0992	13.3494	29.433	22.8984	9.84294	8.45434	3.35605
OFUSG13457.1	0.251064	0.989087	36.7344	36.7544	138.459	141.081	92.5513	106.285	60.1699	56.6881	45.255	39.6235	32.0119
OFUSG13458.1	0.144582	0.0988867	1.2756	0.984712	1.35362	1.712	1.26393	2.26789	2.21142	1.97031	1.71684	1.55904	2.39738
OFUSG13459.1	110.424	110.086	40.8209	100.948	29.1346	31.7676	11.8098	20.6832	12.0298	20.5147	23.7761	23.0664	29.0896
OFUSG13460.1	20.767	2.92824	3.11678	4.67943	3.26579	2.93826	0	0.516827	3.73072	3.79538	6.58829	2.41998	9.12204
OFUSG13460.2	35.5363	96.567	12.6297	58.2223	18.597	17.4659	7.65977	19.6732	8.63596	16.7153	13.7384	19.7199	18.3255
OFUSG13461.1	8.10992	7.0923	5.06494	10.1493	4.90137	6.41745	3.28539	3.34942	3.2182	3.35746	3.39208	4.08239	3.15153
OFUSG13461.2	7.38944	5.55044	6.50434	7.11454	3.16707	4.51616	1.72227	2.29305	3.24298	3.1898	2.87389	5.18057	1.72136
OFUSG13462.1	0.97526	1.21243	2.09952	3.21969	1.06264	2.77128	0.492448	0.984952	1.58864	1.17349	3.0683	2.18515	0.655272
OFUSG13463.1	0.0304548	0.418986	0.0769651	0.41882	0.304164	0.527753	0.326277	0.260984	0.192691	0.228161	0.138557	0.106558	0.490866
OFUSG13464.1	0	0.192673	0.21665	0	0	0	0	0	0	0	0	0	0
OFUSG13465.1	2.912	2.66721	11.2038	5.1811	14.6003	9.90356	35.4812	11.9468	15.5509	11.9144	24.5101	14.7099	22.2476
OFUSG13465.2	25.2355	13.5204	45.114	27.4377	55.1626	45.9907	62.7474	52.2978	49.86	43.4888	36.3693	33.9685	43.3952
OFUSG13466.1	107.663	95.3987	42.7953	38.4941	21.3738	12.3652	17.9689	10.7248	16.2013	12.9209	15.3458	25.4835	12.8375
OFUSG13467.1	145.504	129.039	133.868	146.622	137.531	139.94	124.652	141.67	142.077	145.963	50.5633	104.054	51.8789
OFUSG13468.1	6.6803	9.25126	10.1283	8.6351	13.1624	15.6879	22.0129	13.3672	19.1534	22.3058	31.1636	42.0984	17.0349
OFUSG13469.1	40.3892	94.7491	100.111	75.3981	147.934	124.101	162.783	135.462	120.844	114.953	61.6417	86.1935	78.5788
OFUSG13470.1	143.047	138.031	69.707	104.494	36.1927	40.1881	14.0993	22.8569	13.9057	19.061	7.58246	10.1075	6.6729
OFUSG13471.1	0.251342	0.198296	1.34714	1.0791	7.31969	5.76528	2.54768	3.72089	1.40348	1.25579	0.274212	0.384571	0.542072
OFUSG13472.1	0.701857	0	0	0	0	0.343849	2.25363	0.905965	2.30089	0.491215	5.98677	3.39947	20.2544
OFUSG13472.2	2.43501	3.20571	5.49675	4.46403	6.86146	5.27513	2.30793	1.84282	1.75588	3.97956	2.20821	3.43891	2.61162
OFUSG13473.1	0	0.067948	0	0.662897	0.186494	0.127566	0	0	0.0668933	0.0933581	0.026585	0.0592858	0.0363445
OFUSG13474.1	0	0.051193	0	0.350292	0	0	0	0.179525	0	0.0706749	0	0.0533171	0.0277183
OFUSG13475.1	2.59941	4.84267	5.51422	7.24801	5.6212	7.8985	4.38157	5.78554	4.58398	5.1252	2.83385	4.28302	3.90245
OFUSG13476.1	2.34164	2.0801	2.28383	2.82171	2.07237	2.47741	1.19951	1.46769	1.78089	1.73214	2.27744	3.13822	2.55495
OFUSG13477.1	0.0927418	0	0.384429	0.523014	0.122398	0.669822	0.228868	0.2617	0.0867961	0.288237	0.0626059	0.26446	0.0868002
OFUSG13478.1	0	0.0592996	0.0823777	0.116225	0.0548994	0.0582454	0.0326955	0	0	0.0205884	0	0.0257288	0
OFUSG13479.1	0	0.0318348	0	0.0623791	0.0453866	0	0.0350966	0	0	0	0	0.0141174	0.0747844
OFUSG13480.1	0.0549581	0	0.0274592	0.0290563	0	0.11201	0	0.05234	0.14466	0.0205884	0.262349	0.867639	0.463169
OFUSG13481.1	24.4072	19.2967	10.6787	11.2848	7.43501	7.27426	5.43886	4.53024	3.51693	3.44062	2.70583	2.82857	2.86413
OFUSG13482.1	3.2695	5.91346	1.48422	0.144898	1.56843	1.27727	1.78456	3.25123	6.32382	4.10663	54.0023	56.8766	193.437
OFUSG13482.2	445.879	582.4	108.793	134.03	113.782	136.101	185.107	222.384	253.107	309.537	262.713	428.091	175.534
OFUSG13483.1	0	0	0	0	0	0.162	0.217949	1.75864	4.89823	7.95222	24.5273	29.1179	106.178
OFUSG13483.2	0.247292	0	9.55714	16.0099	12.2851	13.8791	11.5722	16.8965	20.3533	17.3859	34.7916	39.8496	21.4151
OFUSG13483.3	0.376835	0.230054	15.8701	15.1354	33.6488	31.1183	64.6063	61.9261	106.832	92.509	45.8468	50.7141	20.2935
OFUSG13484.1	0.269838	0.599515	1.61629	3.45123	8.44822	8.70863	18.5894	29.8903	37.689	40.9902	24.1981	33.9414	12.6586
OFUSG13485.1	1.55917	1.06359	1.82741	0.827882	0.949566	1.07783	0.910315	0.781746	1.15783	1.79426	1.59341	1.00308	2.31177
OFUSG13486.1	0.416668	0.20494	2.59094	1.16331	0.945324	1.08194	0.541713	0.324441	0	0.255353	0	0	0
OFUSG13486.2	0	0	3.34179e-09	0	0	6.26545e-10	0	5.89113e-10	0.58897	0	0.781069	0.505023	4.07968
OFUSG13487.1	0.239626	0.416018	2.57143	0.864074	1.3387	0.636201	0.343232	0.136737	0.204024	0.17944	0.282964	0.129088	2.37501
OFUSG13488.1	3.95354	3.35192	4.52425	3.91391	3.85277	4.67858	3.58509	5.14263	2.73026	3.76142	3.26537	4.03718	4.65662
OFUSG13489.1	0.0251434	0	0.250882	0.186043	0.326564	0.128082	1.1065	1.67646	43.6796	56.123	425.221	936.539	104.655
OFUSG13490.1	10.7778	12.1245	36.7028	21.1018	46.2095	24.2513	53.551	35.2358	24.1991	29.5692	17.467	20.723	33.847
OFUSG13490.2	0.274435	0.321309	3.01829	0.130544	26.4352	3.33873	46.7528	21.5785	38.7833	20.2062	98.4508	35.5589	140.691
OFUSG13491.1	97.4969	103.099	56.8835	72.1532	60.5083	64.2201	47.0376	48.0045	25.6183	25.3001	8.80102	17.5422	18.0961
OFUSG13492.1	125.029	138.47	59.3396	105.553	46.3999	69.0454	27.8086	39.863	26.369	23.6744	9.91958	13.2726	9.23768
OFUSG13493.1	2.34159	3.3255	19.1119	9.10767	14.0302	7.1667	6.08585	3.13172	5.64079	4.25702	3.18265	7.33571	3.25738
OFUSG13494.1	151.25	153.183	80.3739	81.657	65.1768	82.7341	42.6956	48.595	20.5845	26.6911	22.7825	25.4271	23.2486
OFUSG13495.1	10.3055	15.0041	18.3573	22.5928	28.0667	24.1716	25.3164	25.7412	38.3572	35.8407	38.7853	30.2399	20.7859
OFUSG13496.1	26.8423	20.3462	27.8543	21.6439	24.9932	22.3729	25.5415	20.0463	25.1251	20.37	37.1691	35.0383	45.0483
OFUSG13497.1	1028.37	924.597	2227.92	1821.26	2524.08	2405.42	2727.49	2445.31	2129.2	2262.18	889.976	1311.31	1541.8
OFUSG13498.1	1.85741	0	2.23244	0.647821	1.99147	1.2584	0	0.443055	0.803269	0	0.25554	0	1.93889
OFUSG13498.2	35.9762	20.4535	56.5198	24.932	41.7675	23.0519	44.7456	18.6867	22.0424	21.3852	16.0468	15.0721	16.8146
OFUSG13499.1	0.538993	0.232252	1.18051	0.433209	0.969523	0.592851	0.333346	0.287572	0.227338	0.0484677	0.00469881	0.0454966	0.0667799
OFUSG13500.1	9.87335	5.16169	26.1331	17.5039	21.4489	24.6465	14.7281	13.4963	11.0511	15.5441	24.6583	14.9053	80.4252
OFUSG13501.1	114.642	145.125	130.734	212.038	108.623	171.158	67.1674	89.9631	41.3357	53.8812	40.0244	61.0827	59.7321
OFUSG13502.1	90.6484	64.2908	58.3805	63.716	55.637	73.03	46.3735	57.2353	49.3889	55.2745	35.306	46.6109	32.0184
OFUSG13503.1	1.20828	0.576936	0.636238	0.871446	0.675003	0.690972	0.807711	0.367712	0.308695	0.470493	0.311238	0.419876	0.544747
OFUSG13504.1	5.49096	8.73418	7.35454	7.8858	9.04754	10.6531	2.36562	4.33031	3.62676	4.11702	2.30752	2.20209	0.352131
OFUSG13504.2	9.31577	0	24.0906	2.7195	20.3765	2.01459	26.2569	4.76835	24.7825	2.85612	25.8972	3.80294	29.496
